"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"203806_s_at",0.143508143055956,5.05233025091102,0.874222846820566,0.390797832788867,0.779677772187209,-4.71045669755846
"207518_at",0.094941726802029,3.87502141911963,0.87399273774053,0.390920599166621,0.779677772187209,-4.7105429865603
"218127_at",-0.269476601115735,7.57738738764587,-0.873976012907842,0.390929523068155,0.779677772187209,-4.7105492574361
"40837_at",-0.240905808258457,7.07835552443992,-0.87380634627297,0.39102005986988,0.779677772187209,-4.7106128668099
"209482_at",-0.188152761910753,6.55491298710877,-0.873682166805045,0.391086332589679,0.779677772187209,-4.71065941562698
"214029_at",0.153157677440809,4.5675216533716,0.873676223317569,0.39108950472188,0.779677772187209,-4.71066164340059
"212072_s_at",-0.108312213704878,7.19526667452878,-0.873671155135409,0.391092209703084,0.779677772187209,-4.71066354307622
"208528_x_at",0.165264818444958,5.23828464741924,0.873630867220225,0.391113712527975,0.779677772187209,-4.71067864359504
"214078_at",0.108067953666922,3.86541045106009,0.873617504666687,0.39112084467782,0.779677772187209,-4.7106836519432
"217213_at",0.105021148782482,4.05745652352185,0.87347598084039,0.391196386982331,0.779677772187209,-4.71073669150302
"208395_s_at",-0.121716622662724,4.85801363782417,-0.87344724630657,0.391211725995897,0.779677772187209,-4.71074745953538
"219266_at",0.111861138254078,4.48009557157096,0.873443880537435,0.391213522729736,0.779677772187209,-4.71074872080903
"205289_at",0.0882501579109915,4.05092884055286,0.873436302493943,0.39121756810312,0.779677772187209,-4.71075156055599
"221579_s_at",0.165388229394798,7.75449015996507,0.873388671358723,0.391242995565745,0.779677772187209,-4.71076940903072
"203214_x_at",0.120371858899713,3.98367958252105,0.873365492281927,0.391255369898398,0.779677772187209,-4.71077809444303
"211360_s_at",0.106557912809705,4.88368336705197,0.873250401520927,0.39131681575333,0.779677772187209,-4.7108212169276
"218015_s_at",0.117253639465713,4.31028192656085,0.873238054242007,0.391323408217675,0.779677772187209,-4.71082584293162
"219756_s_at",0.164679889350193,4.60072018477189,0.873229228334894,0.391328120593694,0.779677772187209,-4.71082914959019
"219621_at",0.0973576135620566,4.60573240797455,0.873206534124656,0.391340237777439,0.779677772187209,-4.71083765192118
"218588_s_at",-0.130627104107647,5.52705511889617,-0.873166989643807,0.391361352453085,0.779677772187209,-4.71085246668935
"218107_at",-0.250234585766343,6.6504919357427,-0.873081548392197,0.391406976107211,0.779698936487557,-4.71088447395403
"221780_s_at",0.166829027193637,6.75773945922711,0.872976771357629,0.391462929313975,0.779712957436681,-4.71092372076836
"211248_s_at",-0.157556056506653,6.11478286987128,-0.872937286916405,0.39148401620188,0.779712957436681,-4.71093850953492
"222364_at",-0.243037981656909,5.44015890244717,-0.872837149665902,0.391537498354584,0.779718922841775,-4.71097601290595
"222374_at",0.141301135517361,4.56609318747881,0.872800612697619,0.391557013504105,0.779718922841775,-4.71098969575378
"215877_at",0.175220556391699,4.9450383819879,0.872674579129145,0.391624335459131,0.779783278604136,-4.71103689051076
"207680_x_at",-0.12859321094686,4.69610512651682,-0.872511572012897,0.391711418253948,0.779851355424959,-4.71109792133546
"219248_at",0.119758049851527,5.27057187121755,0.872479526736915,0.391728539175171,0.779851355424959,-4.7111099180665
"220468_at",0.124024313417525,3.77524980570391,0.872264399221882,0.391843488482352,0.780010489940252,-4.7111904446725
